,Weights,City
513,"(0, 2, 0, 0, 0, 1)",Bangkok
514,"(0, 2, 0, 0, 0, 2)",Brussels
515,"(0, 2, 0, 0, 0, 3)",Brussels
516,"(0, 2, 0, 0, 1, 0)",Taipei
517,"(0, 2, 0, 0, 1, 1)",Munich
518,"(0, 2, 0, 0, 1, 2)",Jerusalem
519,"(0, 2, 0, 0, 1, 3)",Jerusalem
520,"(0, 2, 0, 0, 2, 0)",Munich
521,"(0, 2, 0, 0, 2, 1)",Munich
522,"(0, 2, 0, 0, 2, 2)",Venice
523,"(0, 2, 0, 0, 2, 3)",Munich
524,"(0, 2, 0, 0, 3, 0)",Taipei
525,"(0, 2, 0, 0, 3, 1)",Taipei
526,"(0, 2, 0, 0, 3, 2)",Dresden
527,"(0, 2, 0, 0, 3, 3)",Munich
528,"(0, 2, 0, 1, 0, 0)",Canberra
529,"(0, 2, 0, 1, 0, 1)",Brussels
530,"(0, 2, 0, 1, 0, 2)",Brussels
531,"(0, 2, 0, 1, 0, 3)",Brussels
532,"(0, 2, 0, 1, 1, 0)",Canberra
533,"(0, 2, 0, 1, 1, 1)",Munich
534,"(0, 2, 0, 1, 1, 2)",Munich
535,"(0, 2, 0, 1, 1, 3)",Brussels
536,"(0, 2, 0, 1, 2, 0)",Bergen
537,"(0, 2, 0, 1, 2, 1)",Munich
538,"(0, 2, 0, 1, 2, 2)",Munich
539,"(0, 2, 0, 1, 2, 3)",Brussels
540,"(0, 2, 0, 1, 3, 0)",Munich
541,"(0, 2, 0, 1, 3, 1)",Munich
542,"(0, 2, 0, 1, 3, 2)",Munich
543,"(0, 2, 0, 1, 3, 3)",Munich
544,"(0, 2, 0, 2, 0, 0)",Canberra
545,"(0, 2, 0, 2, 0, 1)",Canberra
546,"(0, 2, 0, 2, 0, 2)",Brussels
547,"(0, 2, 0, 2, 0, 3)",Brussels
548,"(0, 2, 0, 2, 1, 0)",Munich
549,"(0, 2, 0, 2, 1, 1)",Bergen
550,"(0, 2, 0, 2, 1, 2)",Bergen
551,"(0, 2, 0, 2, 1, 3)",Jerusalem
552,"(0, 2, 0, 2, 2, 0)",Bergen
553,"(0, 2, 0, 2, 2, 1)",Munich
554,"(0, 2, 0, 2, 2, 2)",Munich
555,"(0, 2, 0, 2, 2, 3)",Munich
556,"(0, 2, 0, 2, 3, 0)",Munich
557,"(0, 2, 0, 2, 3, 1)",Munich
558,"(0, 2, 0, 2, 3, 2)",Munich
559,"(0, 2, 0, 2, 3, 3)",Bergen
560,"(0, 2, 0, 3, 0, 0)",Canberra
561,"(0, 2, 0, 3, 0, 1)",Canberra
562,"(0, 2, 0, 3, 0, 2)",Glasgow
563,"(0, 2, 0, 3, 0, 3)",Jerusalem
564,"(0, 2, 0, 3, 1, 0)",Munich
565,"(0, 2, 0, 3, 1, 1)",Hamburg
566,"(0, 2, 0, 3, 1, 2)",Basel
567,"(0, 2, 0, 3, 1, 3)",Brussels
568,"(0, 2, 0, 3, 2, 0)",Basel
569,"(0, 2, 0, 3, 2, 1)",Munich
570,"(0, 2, 0, 3, 2, 2)",Bergen
571,"(0, 2, 0, 3, 2, 3)",Munich
572,"(0, 2, 0, 3, 3, 0)",Bergen
573,"(0, 2, 0, 3, 3, 1)",Aachen
574,"(0, 2, 0, 3, 3, 2)",Aachen
575,"(0, 2, 0, 3, 3, 3)",Vienna
576,"(0, 2, 1, 0, 0, 0)",Glasgow
577,"(0, 2, 1, 0, 0, 1)",Glasgow
578,"(0, 2, 1, 0, 0, 2)",Brussels
579,"(0, 2, 1, 0, 0, 3)",Brussels
580,"(0, 2, 1, 0, 1, 0)",Bergen
581,"(0, 2, 1, 0, 1, 1)",Bergen
582,"(0, 2, 1, 0, 1, 2)",Brussels
583,"(0, 2, 1, 0, 1, 3)",Brussels
584,"(0, 2, 1, 0, 2, 0)",Munich
585,"(0, 2, 1, 0, 2, 1)",Venice
586,"(0, 2, 1, 0, 2, 2)",Venice
587,"(0, 2, 1, 0, 2, 3)",Brussels
588,"(0, 2, 1, 0, 3, 0)",Bergen
589,"(0, 2, 1, 0, 3, 1)",Bergen
590,"(0, 2, 1, 0, 3, 2)",Munich
591,"(0, 2, 1, 0, 3, 3)",Brussels
592,"(0, 2, 1, 1, 0, 0)",Glasgow
593,"(0, 2, 1, 1, 0, 1)",Brussels
594,"(0, 2, 1, 1, 0, 2)",Brussels
595,"(0, 2, 1, 1, 0, 3)",Brussels
596,"(0, 2, 1, 1, 1, 0)",Canberra
597,"(0, 2, 1, 1, 1, 1)",Stockholm
598,"(0, 2, 1, 1, 1, 2)",Brussels
599,"(0, 2, 1, 1, 1, 3)",Vienna
600,"(0, 2, 1, 1, 2, 0)",Bergen
601,"(0, 2, 1, 1, 2, 1)",Bergen
602,"(0, 2, 1, 1, 2, 2)",Stuttgart
603,"(0, 2, 1, 1, 2, 3)",Oxford
604,"(0, 2, 1, 1, 3, 0)",Bergen
605,"(0, 2, 1, 1, 3, 1)",Dresden
606,"(0, 2, 1, 1, 3, 2)",Dresden
607,"(0, 2, 1, 1, 3, 3)",Dresden
608,"(0, 2, 1, 2, 0, 0)",Canberra
609,"(0, 2, 1, 2, 0, 1)",Copenhagen
610,"(0, 2, 1, 2, 0, 2)",Brussels
611,"(0, 2, 1, 2, 0, 3)",Brussels
612,"(0, 2, 1, 2, 1, 0)",Dresden
613,"(0, 2, 1, 2, 1, 1)",Munich
614,"(0, 2, 1, 2, 1, 2)",Canberra
615,"(0, 2, 1, 2, 1, 3)",Brussels
616,"(0, 2, 1, 2, 2, 0)",Bergen
617,"(0, 2, 1, 2, 2, 1)",Munich
618,"(0, 2, 1, 2, 2, 2)",Bergen
619,"(0, 2, 1, 2, 2, 3)",Vienna
620,"(0, 2, 1, 2, 3, 0)",Dresden
621,"(0, 2, 1, 2, 3, 1)",Bergen
622,"(0, 2, 1, 2, 3, 2)",Aachen
623,"(0, 2, 1, 2, 3, 3)",Utrecht
624,"(0, 2, 1, 3, 0, 0)",Canberra
625,"(0, 2, 1, 3, 0, 1)",Glasgow
626,"(0, 2, 1, 3, 0, 2)",Brussels
627,"(0, 2, 1, 3, 0, 3)",Brussels
628,"(0, 2, 1, 3, 1, 0)",Trondheim
629,"(0, 2, 1, 3, 1, 1)",Vienna
630,"(0, 2, 1, 3, 1, 2)",Utrecht
631,"(0, 2, 1, 3, 1, 3)",Copenhagen
632,"(0, 2, 1, 3, 2, 0)",Trondheim
633,"(0, 2, 1, 3, 2, 1)",Bergen
634,"(0, 2, 1, 3, 2, 2)",Munich
635,"(0, 2, 1, 3, 2, 3)",Utrecht
636,"(0, 2, 1, 3, 3, 0)",Aachen
637,"(0, 2, 1, 3, 3, 1)",Trondheim
638,"(0, 2, 1, 3, 3, 2)",Aachen
639,"(0, 2, 1, 3, 3, 3)",Munich
640,"(0, 2, 2, 0, 0, 0)",Glasgow
641,"(0, 2, 2, 0, 0, 1)",Brussels
642,"(0, 2, 2, 0, 0, 2)",Brussels
643,"(0, 2, 2, 0, 0, 3)",Brussels
644,"(0, 2, 2, 0, 1, 0)",Canberra
645,"(0, 2, 2, 0, 1, 1)",Glasgow
646,"(0, 2, 2, 0, 1, 2)",Brussels
647,"(0, 2, 2, 0, 1, 3)",Brussels
648,"(0, 2, 2, 0, 2, 0)",Bergen
649,"(0, 2, 2, 0, 2, 1)",Stockholm
650,"(0, 2, 2, 0, 2, 2)",Utrecht
651,"(0, 2, 2, 0, 2, 3)",Brussels
652,"(0, 2, 2, 0, 3, 0)",Aachen
653,"(0, 2, 2, 0, 3, 1)",Manchester
654,"(0, 2, 2, 0, 3, 2)",Aachen
655,"(0, 2, 2, 0, 3, 3)",Manchester
656,"(0, 2, 2, 1, 0, 0)",Glasgow
657,"(0, 2, 2, 1, 0, 1)",Glasgow
658,"(0, 2, 2, 1, 0, 2)",Brussels
659,"(0, 2, 2, 1, 0, 3)",Brussels
660,"(0, 2, 2, 1, 1, 0)",Canberra
661,"(0, 2, 2, 1, 1, 1)",Bergen
662,"(0, 2, 2, 1, 1, 2)",Brussels
663,"(0, 2, 2, 1, 1, 3)",Oxford
664,"(0, 2, 2, 1, 2, 0)",Bergen
665,"(0, 2, 2, 1, 2, 1)",Aachen
666,"(0, 2, 2, 1, 2, 2)",Aachen
667,"(0, 2, 2, 1, 2, 3)",Manchester
668,"(0, 2, 2, 1, 3, 0)",Aachen
669,"(0, 2, 2, 1, 3, 1)",Bergen
670,"(0, 2, 2, 1, 3, 2)",Dresden
671,"(0, 2, 2, 1, 3, 3)",Venice
672,"(0, 2, 2, 2, 0, 0)",Canberra
673,"(0, 2, 2, 2, 0, 1)",Canberra
674,"(0, 2, 2, 2, 0, 2)",Brussels
675,"(0, 2, 2, 2, 0, 3)",Brussels
676,"(0, 2, 2, 2, 1, 0)",Canberra
677,"(0, 2, 2, 2, 1, 1)",Stockholm
678,"(0, 2, 2, 2, 1, 2)",Manchester
679,"(0, 2, 2, 2, 1, 3)",Manchester
680,"(0, 2, 2, 2, 2, 0)",Bergen
681,"(0, 2, 2, 2, 2, 1)",Trondheim
682,"(0, 2, 2, 2, 2, 2)",Bergen
683,"(0, 2, 2, 2, 2, 3)",Aachen
684,"(0, 2, 2, 2, 3, 0)",Aachen
685,"(0, 2, 2, 2, 3, 1)",Aachen
686,"(0, 2, 2, 2, 3, 2)",Aachen
687,"(0, 2, 2, 2, 3, 3)",Oxford
688,"(0, 2, 2, 3, 0, 0)",Trondheim
689,"(0, 2, 2, 3, 0, 1)",Canberra
690,"(0, 2, 2, 3, 0, 2)",Brussels
691,"(0, 2, 2, 3, 0, 3)",Brussels
692,"(0, 2, 2, 3, 1, 0)",Bergen
693,"(0, 2, 2, 3, 1, 1)",Bergen
694,"(0, 2, 2, 3, 1, 2)",Canberra
695,"(0, 2, 2, 3, 1, 3)",Utrecht
696,"(0, 2, 2, 3, 2, 0)",Aachen
697,"(0, 2, 2, 3, 2, 1)",Aachen
698,"(0, 2, 2, 3, 2, 2)",Vienna
699,"(0, 2, 2, 3, 2, 3)",Aachen
700,"(0, 2, 2, 3, 3, 0)",Dresden
701,"(0, 2, 2, 3, 3, 1)",Aachen
702,"(0, 2, 2, 3, 3, 2)",Vienna
703,"(0, 2, 2, 3, 3, 3)",Bergen
704,"(0, 2, 3, 0, 0, 0)",Glasgow
705,"(0, 2, 3, 0, 0, 1)",Brussels
706,"(0, 2, 3, 0, 0, 2)",Brussels
707,"(0, 2, 3, 0, 0, 3)",Brussels
708,"(0, 2, 3, 0, 1, 0)",Glasgow
709,"(0, 2, 3, 0, 1, 1)",Manchester
710,"(0, 2, 3, 0, 1, 2)",Venice
711,"(0, 2, 3, 0, 1, 3)",Brussels
712,"(0, 2, 3, 0, 2, 0)",Bergen
713,"(0, 2, 3, 0, 2, 1)",Trondheim
714,"(0, 2, 3, 0, 2, 2)",Manchester
715,"(0, 2, 3, 0, 2, 3)",Brussels
716,"(0, 2, 3, 0, 3, 0)",Bergen
717,"(0, 2, 3, 0, 3, 1)",Trondheim
718,"(0, 2, 3, 0, 3, 2)",Oxford
719,"(0, 2, 3, 0, 3, 3)",Manchester
720,"(0, 2, 3, 1, 0, 0)",Canberra
721,"(0, 2, 3, 1, 0, 1)",Brussels
722,"(0, 2, 3, 1, 0, 2)",Glasgow
723,"(0, 2, 3, 1, 0, 3)",Oxford
724,"(0, 2, 3, 1, 1, 0)",Trondheim
725,"(0, 2, 3, 1, 1, 1)",Glasgow
726,"(0, 2, 3, 1, 1, 2)",Brussels
727,"(0, 2, 3, 1, 1, 3)",Venice
728,"(0, 2, 3, 1, 2, 0)",Stockholm
729,"(0, 2, 3, 1, 2, 1)",Aachen
730,"(0, 2, 3, 1, 2, 2)",Manchester
731,"(0, 2, 3, 1, 2, 3)",Brussels
732,"(0, 2, 3, 1, 3, 0)",Bergen
733,"(0, 2, 3, 1, 3, 1)",Aachen
734,"(0, 2, 3, 1, 3, 2)",Aachen
735,"(0, 2, 3, 1, 3, 3)",Oxford
736,"(0, 2, 3, 2, 0, 0)",Glasgow
737,"(0, 2, 3, 2, 0, 1)",Glasgow
738,"(0, 2, 3, 2, 0, 2)",Glasgow
739,"(0, 2, 3, 2, 0, 3)",Glasgow
740,"(0, 2, 3, 2, 1, 0)",Canberra
741,"(0, 2, 3, 2, 1, 1)",Bergen
742,"(0, 2, 3, 2, 1, 2)",Utrecht
743,"(0, 2, 3, 2, 1, 3)",Manchester
744,"(0, 2, 3, 2, 2, 0)",Bergen
745,"(0, 2, 3, 2, 2, 1)",Stuttgart
746,"(0, 2, 3, 2, 2, 2)",Bergen
747,"(0, 2, 3, 2, 2, 3)",Utrecht
748,"(0, 2, 3, 2, 3, 0)",Canberra
749,"(0, 2, 3, 2, 3, 1)",Aachen
750,"(0, 2, 3, 2, 3, 2)",Bergen
751,"(0, 2, 3, 2, 3, 3)",Manchester
752,"(0, 2, 3, 3, 0, 0)",Canberra
753,"(0, 2, 3, 3, 0, 1)",Canberra
754,"(0, 2, 3, 3, 0, 2)",Canberra
755,"(0, 2, 3, 3, 0, 3)",Glasgow
756,"(0, 2, 3, 3, 1, 0)",Glasgow
757,"(0, 2, 3, 3, 1, 1)",Glasgow
758,"(0, 2, 3, 3, 1, 2)",Glasgow
759,"(0, 2, 3, 3, 1, 3)",Brussels
760,"(0, 2, 3, 3, 2, 0)",Bergen
761,"(0, 2, 3, 3, 2, 1)",Dresden
762,"(0, 2, 3, 3, 2, 2)",Bergen
763,"(0, 2, 3, 3, 2, 3)",Aachen
764,"(0, 2, 3, 3, 3, 0)",Bergen
765,"(0, 2, 3, 3, 3, 1)",Bergen
766,"(0, 2, 3, 3, 3, 2)",Bergen
767,"(0, 2, 3, 3, 3, 3)",Manchester
768,"(0, 3, 0, 0, 0, 0)",Bangkok
769,"(0, 3, 0, 0, 0, 1)",Bangkok
770,"(0, 3, 0, 0, 0, 2)",Brussels
771,"(0, 3, 0, 0, 0, 3)",Amman
772,"(0, 3, 0, 0, 1, 0)",Bangkok
773,"(0, 3, 0, 0, 1, 1)",Munich
774,"(0, 3, 0, 0, 1, 2)",Bangkok
775,"(0, 3, 0, 0, 1, 3)",Brussels
776,"(0, 3, 0, 0, 2, 0)",Munich
777,"(0, 3, 0, 0, 2, 1)",Bergen
778,"(0, 3, 0, 0, 2, 2)",Munich
779,"(0, 3, 0, 0, 2, 3)",Vienna
780,"(0, 3, 0, 0, 3, 0)",Taipei
781,"(0, 3, 0, 0, 3, 1)",Bergen
782,"(0, 3, 0, 0, 3, 2)",Munich
783,"(0, 3, 0, 0, 3, 3)",Taipei
784,"(0, 3, 0, 1, 0, 0)",Canberra
785,"(0, 3, 0, 1, 0, 1)",Brussels
786,"(0, 3, 0, 1, 0, 2)",Brussels
787,"(0, 3, 0, 1, 0, 3)",Brussels
788,"(0, 3, 0, 1, 1, 0)",Dresden
789,"(0, 3, 0, 1, 1, 1)",Munich
790,"(0, 3, 0, 1, 1, 2)",Munich
791,"(0, 3, 0, 1, 1, 3)",Munich
792,"(0, 3, 0, 1, 2, 0)",Munich
793,"(0, 3, 0, 1, 2, 1)",Munich
794,"(0, 3, 0, 1, 2, 2)",Vienna
795,"(0, 3, 0, 1, 2, 3)",Vienna
796,"(0, 3, 0, 1, 3, 0)",Bergen
797,"(0, 3, 0, 1, 3, 1)",Bergen
798,"(0, 3, 0, 1, 3, 2)",Bergen
799,"(0, 3, 0, 1, 3, 3)",Bergen
800,"(0, 3, 0, 2, 0, 0)",Hamilton
801,"(0, 3, 0, 2, 0, 1)",Glasgow
802,"(0, 3, 0, 2, 0, 2)",Brussels
803,"(0, 3, 0, 2, 0, 3)",Brussels
804,"(0, 3, 0, 2, 1, 0)",Munich
805,"(0, 3, 0, 2, 1, 1)",Bergen
806,"(0, 3, 0, 2, 1, 2)",Vienna
807,"(0, 3, 0, 2, 1, 3)",Brussels
808,"(0, 3, 0, 2, 2, 0)",Trondheim
809,"(0, 3, 0, 2, 2, 1)",Bergen
810,"(0, 3, 0, 2, 2, 2)",Munich
811,"(0, 3, 0, 2, 2, 3)",Munich
812,"(0, 3, 0, 2, 3, 0)",Dresden
813,"(0, 3, 0, 2, 3, 1)",Munich
814,"(0, 3, 0, 2, 3, 2)",Munich
815,"(0, 3, 0, 2, 3, 3)",Bergen
816,"(0, 3, 0, 3, 0, 0)",Canberra
817,"(0, 3, 0, 3, 0, 1)",Glasgow
818,"(0, 3, 0, 3, 0, 2)",Copenhagen
819,"(0, 3, 0, 3, 0, 3)",Brussels
820,"(0, 3, 0, 3, 1, 0)",Munich
821,"(0, 3, 0, 3, 1, 1)",Bergen
822,"(0, 3, 0, 3, 1, 2)",Canberra
823,"(0, 3, 0, 3, 1, 3)",Canberra
824,"(0, 3, 0, 3, 2, 0)",Bergen
825,"(0, 3, 0, 3, 2, 1)",Bergen
826,"(0, 3, 0, 3, 2, 2)",Munich
827,"(0, 3, 0, 3, 2, 3)",Copenhagen
828,"(0, 3, 0, 3, 3, 0)",Bergen
829,"(0, 3, 0, 3, 3, 1)",Bergen
830,"(0, 3, 0, 3, 3, 2)",Dresden
831,"(0, 3, 0, 3, 3, 3)",Aachen
832,"(0, 3, 1, 0, 0, 0)",Vancouver
833,"(0, 3, 1, 0, 0, 1)",Brussels
834,"(0, 3, 1, 0, 0, 2)",Brussels
835,"(0, 3, 1, 0, 0, 3)",Brussels
836,"(0, 3, 1, 0, 1, 0)",Trondheim
837,"(0, 3, 1, 0, 1, 1)",Bergen
838,"(0, 3, 1, 0, 1, 2)",Brussels
839,"(0, 3, 1, 0, 1, 3)",Brussels
840,"(0, 3, 1, 0, 2, 0)",Trondheim
841,"(0, 3, 1, 0, 2, 1)",Bergen
842,"(0, 3, 1, 0, 2, 2)",Venice
843,"(0, 3, 1, 0, 2, 3)",Stuttgart
844,"(0, 3, 1, 0, 3, 0)",Dresden
845,"(0, 3, 1, 0, 3, 1)",Bergen
846,"(0, 3, 1, 0, 3, 2)",Munich
847,"(0, 3, 1, 0, 3, 3)",Munich
848,"(0, 3, 1, 1, 0, 0)",Canberra
849,"(0, 3, 1, 1, 0, 1)",Glasgow
850,"(0, 3, 1, 1, 0, 2)",Brussels
851,"(0, 3, 1, 1, 0, 3)",Brussels
852,"(0, 3, 1, 1, 1, 0)",Bergen
853,"(0, 3, 1, 1, 1, 1)",Munich
854,"(0, 3, 1, 1, 1, 2)",Bergen
855,"(0, 3, 1, 1, 1, 3)",Brussels
856,"(0, 3, 1, 1, 2, 0)",Bergen
857,"(0, 3, 1, 1, 2, 1)",Munich
858,"(0, 3, 1, 1, 2, 2)",Munich
859,"(0, 3, 1, 1, 2, 3)",Utrecht
860,"(0, 3, 1, 1, 3, 0)",Bergen
861,"(0, 3, 1, 1, 3, 1)",Bergen
862,"(0, 3, 1, 1, 3, 2)",Dresden
863,"(0, 3, 1, 1, 3, 3)",Bergen
864,"(0, 3, 1, 2, 0, 0)",Canberra
865,"(0, 3, 1, 2, 0, 1)",Glasgow
866,"(0, 3, 1, 2, 0, 2)",Glasgow
867,"(0, 3, 1, 2, 0, 3)",Brussels
868,"(0, 3, 1, 2, 1, 0)",Canberra
869,"(0, 3, 1, 2, 1, 1)",Canberra
870,"(0, 3, 1, 2, 1, 2)",Brussels
871,"(0, 3, 1, 2, 1, 3)",Brussels
872,"(0, 3, 1, 2, 2, 0)",Bergen
873,"(0, 3, 1, 2, 2, 1)",Munich
874,"(0, 3, 1, 2, 2, 2)",Stockholm
875,"(0, 3, 1, 2, 2, 3)",Bergen
876,"(0, 3, 1, 2, 3, 0)",Trondheim
877,"(0, 3, 1, 2, 3, 1)",Munich
878,"(0, 3, 1, 2, 3, 2)",Bergen
879,"(0, 3, 1, 2, 3, 3)",Aachen
880,"(0, 3, 1, 3, 0, 0)",Canberra
881,"(0, 3, 1, 3, 0, 1)",Bergen
882,"(0, 3, 1, 3, 0, 2)",Canberra
883,"(0, 3, 1, 3, 0, 3)",Brussels
884,"(0, 3, 1, 3, 1, 0)",Munich
885,"(0, 3, 1, 3, 1, 1)",Canberra
886,"(0, 3, 1, 3, 1, 2)",Canberra
887,"(0, 3, 1, 3, 1, 3)",Brussels
888,"(0, 3, 1, 3, 2, 0)",Bergen
889,"(0, 3, 1, 3, 2, 1)",Bergen
890,"(0, 3, 1, 3, 2, 2)",Bergen
891,"(0, 3, 1, 3, 2, 3)",Bergen
892,"(0, 3, 1, 3, 3, 0)",Bergen
893,"(0, 3, 1, 3, 3, 1)",Bergen
894,"(0, 3, 1, 3, 3, 2)",Bergen
895,"(0, 3, 1, 3, 3, 3)",Aachen
896,"(0, 3, 2, 0, 0, 0)",Canberra
897,"(0, 3, 2, 0, 0, 1)",Brussels
898,"(0, 3, 2, 0, 0, 2)",Glasgow
899,"(0, 3, 2, 0, 0, 3)",Brussels
900,"(0, 3, 2, 0, 1, 0)",Canberra
901,"(0, 3, 2, 0, 1, 1)",Bergen
902,"(0, 3, 2, 0, 1, 2)",Brussels
903,"(0, 3, 2, 0, 1, 3)",Brussels
904,"(0, 3, 2, 0, 2, 0)",Canberra
905,"(0, 3, 2, 0, 2, 1)",Bergen
906,"(0, 3, 2, 0, 2, 2)",Leeds
907,"(0, 3, 2, 0, 2, 3)",Vienna
908,"(0, 3, 2, 0, 3, 0)",Munich
909,"(0, 3, 2, 0, 3, 1)",Stockholm
910,"(0, 3, 2, 0, 3, 2)",Bergen
911,"(0, 3, 2, 0, 3, 3)",Manchester
912,"(0, 3, 2, 1, 0, 0)",Glasgow
913,"(0, 3, 2, 1, 0, 1)",Glasgow
914,"(0, 3, 2, 1, 0, 2)",Glasgow
915,"(0, 3, 2, 1, 0, 3)",Glasgow
916,"(0, 3, 2, 1, 1, 0)",Bergen
917,"(0, 3, 2, 1, 1, 1)",Stockholm
918,"(0, 3, 2, 1, 1, 2)",Stockholm
919,"(0, 3, 2, 1, 1, 3)",Stockholm
920,"(0, 3, 2, 1, 2, 0)",Trondheim
921,"(0, 3, 2, 1, 2, 1)",Dresden
922,"(0, 3, 2, 1, 2, 2)",Stockholm
923,"(0, 3, 2, 1, 2, 3)",Brussels
924,"(0, 3, 2, 1, 3, 0)",Aachen
925,"(0, 3, 2, 1, 3, 1)",Dresden
926,"(0, 3, 2, 1, 3, 2)",Aachen
927,"(0, 3, 2, 1, 3, 3)",Manchester
928,"(0, 3, 2, 2, 0, 0)",Canberra
929,"(0, 3, 2, 2, 0, 1)",Canberra
930,"(0, 3, 2, 2, 0, 2)",Glasgow
931,"(0, 3, 2, 2, 0, 3)",Glasgow
932,"(0, 3, 2, 2, 1, 0)",Trondheim
933,"(0, 3, 2, 2, 1, 1)",Bergen
934,"(0, 3, 2, 2, 1, 2)",Stockholm
935,"(0, 3, 2, 2, 1, 3)",Canberra
936,"(0, 3, 2, 2, 2, 0)",Bergen
937,"(0, 3, 2, 2, 2, 1)",Canberra
938,"(0, 3, 2, 2, 2, 2)",Bergen
939,"(0, 3, 2, 2, 2, 3)",Brussels
940,"(0, 3, 2, 2, 3, 0)",Trondheim
941,"(0, 3, 2, 2, 3, 1)",Aachen
942,"(0, 3, 2, 2, 3, 2)",Bergen
943,"(0, 3, 2, 2, 3, 3)",Dresden
944,"(0, 3, 2, 3, 0, 0)",Glasgow
945,"(0, 3, 2, 3, 0, 1)",Glasgow
946,"(0, 3, 2, 3, 0, 2)",Brussels
947,"(0, 3, 2, 3, 0, 3)",Utrecht
948,"(0, 3, 2, 3, 1, 0)",Canberra
949,"(0, 3, 2, 3, 1, 1)",Canberra
950,"(0, 3, 2, 3, 1, 2)",Glasgow
951,"(0, 3, 2, 3, 1, 3)",Manchester
952,"(0, 3, 2, 3, 2, 0)",Bergen
953,"(0, 3, 2, 3, 2, 1)",Bergen
954,"(0, 3, 2, 3, 2, 2)",Bergen
955,"(0, 3, 2, 3, 2, 3)",Brussels
956,"(0, 3, 2, 3, 3, 0)",Stockholm
957,"(0, 3, 2, 3, 3, 1)",Bergen
958,"(0, 3, 2, 3, 3, 2)",Stockholm
959,"(0, 3, 2, 3, 3, 3)",Aachen
960,"(0, 3, 3, 0, 0, 0)",Glasgow
961,"(0, 3, 3, 0, 0, 1)",Glasgow
962,"(0, 3, 3, 0, 0, 2)",Brussels
963,"(0, 3, 3, 0, 0, 3)",Brussels
964,"(0, 3, 3, 0, 1, 0)",Canberra
965,"(0, 3, 3, 0, 1, 1)",Glasgow
966,"(0, 3, 3, 0, 1, 2)",Brussels
967,"(0, 3, 3, 0, 1, 3)",Brussels
968,"(0, 3, 3, 0, 2, 0)",Aachen
969,"(0, 3, 3, 0, 2, 1)",Trondheim
970,"(0, 3, 3, 0, 2, 2)",Aachen
971,"(0, 3, 3, 0, 2, 3)",Brussels
972,"(0, 3, 3, 0, 3, 0)",Aachen
973,"(0, 3, 3, 0, 3, 1)",Bergen
974,"(0, 3, 3, 0, 3, 2)",Aachen
975,"(0, 3, 3, 0, 3, 3)",Venice
976,"(0, 3, 3, 1, 0, 0)",Glasgow
977,"(0, 3, 3, 1, 0, 1)",Stockholm
978,"(0, 3, 3, 1, 0, 2)",Brussels
979,"(0, 3, 3, 1, 0, 3)",Brussels
980,"(0, 3, 3, 1, 1, 0)",Glasgow
981,"(0, 3, 3, 1, 1, 1)",Canberra
982,"(0, 3, 3, 1, 1, 2)",Glasgow
983,"(0, 3, 3, 1, 1, 3)",Brussels
984,"(0, 3, 3, 1, 2, 0)",Trondheim
985,"(0, 3, 3, 1, 2, 1)",Aachen
986,"(0, 3, 3, 1, 2, 2)",Stockholm
987,"(0, 3, 3, 1, 2, 3)",Brussels
988,"(0, 3, 3, 1, 3, 0)",Trondheim
989,"(0, 3, 3, 1, 3, 1)",Aachen
990,"(0, 3, 3, 1, 3, 2)",Dresden
991,"(0, 3, 3, 1, 3, 3)",Venice
992,"(0, 3, 3, 2, 0, 0)",Glasgow
993,"(0, 3, 3, 2, 0, 1)",Glasgow
994,"(0, 3, 3, 2, 0, 2)",Glasgow
995,"(0, 3, 3, 2, 0, 3)",Brussels
996,"(0, 3, 3, 2, 1, 0)",Canberra
997,"(0, 3, 3, 2, 1, 1)",Canberra
998,"(0, 3, 3, 2, 1, 2)",Brussels
999,"(0, 3, 3, 2, 1, 3)",Brussels
1000,"(0, 3, 3, 2, 2, 0)",Canberra
1001,"(0, 3, 3, 2, 2, 1)",Bergen
1002,"(0, 3, 3, 2, 2, 2)",Bergen
1003,"(0, 3, 3, 2, 2, 3)",Manchester
1004,"(0, 3, 3, 2, 3, 0)",Bergen
1005,"(0, 3, 3, 2, 3, 1)",Dresden
1006,"(0, 3, 3, 2, 3, 2)",Bergen
1007,"(0, 3, 3, 2, 3, 3)",Bergen
1008,"(0, 3, 3, 3, 0, 0)",Glasgow
1009,"(0, 3, 3, 3, 0, 1)",Glasgow
1010,"(0, 3, 3, 3, 0, 2)",Brussels
1011,"(0, 3, 3, 3, 0, 3)",Glasgow
1012,"(0, 3, 3, 3, 1, 0)",Bergen
1013,"(0, 3, 3, 3, 1, 1)",Bergen
1014,"(0, 3, 3, 3, 1, 2)",Glasgow
1015,"(0, 3, 3, 3, 1, 3)",Vienna
1016,"(0, 3, 3, 3, 2, 0)",Bergen
1017,"(0, 3, 3, 3, 2, 1)",Bergen
1018,"(0, 3, 3, 3, 2, 2)",Aachen
1019,"(0, 3, 3, 3, 2, 3)",Manchester
1020,"(0, 3, 3, 3, 3, 0)",Trondheim
1021,"(0, 3, 3, 3, 3, 1)",Bergen
1022,"(0, 3, 3, 3, 3, 2)",Dresden
1023,"(0, 3, 3, 3, 3, 3)",Stuttgart
1024,"(1, 0, 0, 0, 0, 0)",Ottawa
1025,"(1, 0, 0, 0, 0, 1)",Lausanne
1026,"(1, 0, 0, 0, 0, 2)",The Hague
1027,"(1, 0, 0, 0, 0, 3)",Brussels
