,Weights,City
5936,"(1, 3, 0, 3, 0, 0)",Glasgow
5937,"(1, 3, 0, 3, 0, 1)",Munich
5938,"(1, 3, 0, 3, 0, 2)",Brussels
5939,"(1, 3, 0, 3, 0, 3)",Munich
5940,"(1, 3, 0, 3, 1, 0)",Munich
5941,"(1, 3, 0, 3, 1, 1)",Bergen
5942,"(1, 3, 0, 3, 1, 2)",Dresden
5943,"(1, 3, 0, 3, 1, 3)",Munich
5944,"(1, 3, 0, 3, 2, 0)",Munich
5945,"(1, 3, 0, 3, 2, 1)",Bergen
5946,"(1, 3, 0, 3, 2, 2)",Munich
5947,"(1, 3, 0, 3, 2, 3)",Dresden
5948,"(1, 3, 0, 3, 3, 0)",Bergen
5949,"(1, 3, 0, 3, 3, 1)",Aachen
5950,"(1, 3, 0, 3, 3, 2)",Dresden
5951,"(1, 3, 0, 3, 3, 3)",Munich
5952,"(1, 3, 1, 0, 0, 0)",Glasgow
5953,"(1, 3, 1, 0, 0, 1)",Glasgow
5954,"(1, 3, 1, 0, 0, 2)",Glasgow
5955,"(1, 3, 1, 0, 0, 3)",Brussels
5956,"(1, 3, 1, 0, 1, 0)",Canberra
5957,"(1, 3, 1, 0, 1, 1)",Glasgow
5958,"(1, 3, 1, 0, 1, 2)",Brussels
5959,"(1, 3, 1, 0, 1, 3)",Brussels
5960,"(1, 3, 1, 0, 2, 0)",Munich
5961,"(1, 3, 1, 0, 2, 1)",Stockholm
5962,"(1, 3, 1, 0, 2, 2)",Dresden
5963,"(1, 3, 1, 0, 2, 3)",Utrecht
5964,"(1, 3, 1, 0, 3, 0)",Dresden
5965,"(1, 3, 1, 0, 3, 1)",Dresden
5966,"(1, 3, 1, 0, 3, 2)",Aachen
5967,"(1, 3, 1, 0, 3, 3)",Vienna
5968,"(1, 3, 1, 1, 0, 0)",Glasgow
5969,"(1, 3, 1, 1, 0, 1)",Glasgow
5970,"(1, 3, 1, 1, 0, 2)",Glasgow
5971,"(1, 3, 1, 1, 0, 3)",Brussels
5972,"(1, 3, 1, 1, 1, 0)",Glasgow
5973,"(1, 3, 1, 1, 1, 1)",Munich
5974,"(1, 3, 1, 1, 1, 2)",Glasgow
5975,"(1, 3, 1, 1, 1, 3)",Brussels
5976,"(1, 3, 1, 1, 2, 0)",Bergen
5977,"(1, 3, 1, 1, 2, 1)",Munich
5978,"(1, 3, 1, 1, 2, 2)",Dresden
5979,"(1, 3, 1, 1, 2, 3)",Brussels
5980,"(1, 3, 1, 1, 3, 0)",Dresden
5981,"(1, 3, 1, 1, 3, 1)",Stuttgart
5982,"(1, 3, 1, 1, 3, 2)",Aachen
5983,"(1, 3, 1, 1, 3, 3)",Stuttgart
5984,"(1, 3, 1, 2, 0, 0)",Glasgow
5985,"(1, 3, 1, 2, 0, 1)",Glasgow
5986,"(1, 3, 1, 2, 0, 2)",Glasgow
5987,"(1, 3, 1, 2, 0, 3)",Glasgow
5988,"(1, 3, 1, 2, 1, 0)",Dresden
5989,"(1, 3, 1, 2, 1, 1)",Munich
5990,"(1, 3, 1, 2, 1, 2)",Glasgow
5991,"(1, 3, 1, 2, 1, 3)",Brussels
5992,"(1, 3, 1, 2, 2, 0)",Munich
5993,"(1, 3, 1, 2, 2, 1)",Dresden
5994,"(1, 3, 1, 2, 2, 2)",Munich
5995,"(1, 3, 1, 2, 2, 3)",Stuttgart
5996,"(1, 3, 1, 2, 3, 0)",Dresden
5997,"(1, 3, 1, 2, 3, 1)",Munich
5998,"(1, 3, 1, 2, 3, 2)",Dresden
5999,"(1, 3, 1, 2, 3, 3)",Utrecht
6000,"(1, 3, 1, 3, 0, 0)",Canberra
6001,"(1, 3, 1, 3, 0, 1)",Dresden
6002,"(1, 3, 1, 3, 0, 2)",Glasgow
6003,"(1, 3, 1, 3, 0, 3)",Dresden
6004,"(1, 3, 1, 3, 1, 0)",Canberra
6005,"(1, 3, 1, 3, 1, 1)",Munich
6006,"(1, 3, 1, 3, 1, 2)",Glasgow
6007,"(1, 3, 1, 3, 1, 3)",Glasgow
6008,"(1, 3, 1, 3, 2, 0)",Dresden
6009,"(1, 3, 1, 3, 2, 1)",Canberra
6010,"(1, 3, 1, 3, 2, 2)",Leeds
6011,"(1, 3, 1, 3, 2, 3)",Stuttgart
6012,"(1, 3, 1, 3, 3, 0)",Dresden
6013,"(1, 3, 1, 3, 3, 1)",Bergen
6014,"(1, 3, 1, 3, 3, 2)",Dresden
6015,"(1, 3, 1, 3, 3, 3)",Aachen
6016,"(1, 3, 2, 0, 0, 0)",Canberra
6017,"(1, 3, 2, 0, 0, 1)",Glasgow
6018,"(1, 3, 2, 0, 0, 2)",Glasgow
6019,"(1, 3, 2, 0, 0, 3)",Brussels
6020,"(1, 3, 2, 0, 1, 0)",Glasgow
6021,"(1, 3, 2, 0, 1, 1)",Glasgow
6022,"(1, 3, 2, 0, 1, 2)",Brussels
6023,"(1, 3, 2, 0, 1, 3)",Glasgow
6024,"(1, 3, 2, 0, 2, 0)",Canberra
6025,"(1, 3, 2, 0, 2, 1)",Dresden
6026,"(1, 3, 2, 0, 2, 2)",Venice
6027,"(1, 3, 2, 0, 2, 3)",Brussels
6028,"(1, 3, 2, 0, 3, 0)",Trondheim
6029,"(1, 3, 2, 0, 3, 1)",Munich
6030,"(1, 3, 2, 0, 3, 2)",Dresden
6031,"(1, 3, 2, 0, 3, 3)",Aachen
6032,"(1, 3, 2, 1, 0, 0)",Glasgow
6033,"(1, 3, 2, 1, 0, 1)",Glasgow
6034,"(1, 3, 2, 1, 0, 2)",Glasgow
6035,"(1, 3, 2, 1, 0, 3)",Brussels
6036,"(1, 3, 2, 1, 1, 0)",Canberra
6037,"(1, 3, 2, 1, 1, 1)",Glasgow
6038,"(1, 3, 2, 1, 1, 2)",Brussels
6039,"(1, 3, 2, 1, 1, 3)",Glasgow
6040,"(1, 3, 2, 1, 2, 0)",Canberra
6041,"(1, 3, 2, 1, 2, 1)",Bergen
6042,"(1, 3, 2, 1, 2, 2)",Aachen
6043,"(1, 3, 2, 1, 2, 3)",Brussels
6044,"(1, 3, 2, 1, 3, 0)",Dresden
6045,"(1, 3, 2, 1, 3, 1)",Dresden
6046,"(1, 3, 2, 1, 3, 2)",Bergen
6047,"(1, 3, 2, 1, 3, 3)",Dresden
6048,"(1, 3, 2, 2, 0, 0)",Glasgow
6049,"(1, 3, 2, 2, 0, 1)",Glasgow
6050,"(1, 3, 2, 2, 0, 2)",Brussels
6051,"(1, 3, 2, 2, 0, 3)",Glasgow
6052,"(1, 3, 2, 2, 1, 0)",Glasgow
6053,"(1, 3, 2, 2, 1, 1)",Bergen
6054,"(1, 3, 2, 2, 1, 2)",Glasgow
6055,"(1, 3, 2, 2, 1, 3)",Brussels
6056,"(1, 3, 2, 2, 2, 0)",Dresden
6057,"(1, 3, 2, 2, 2, 1)",Stuttgart
6058,"(1, 3, 2, 2, 2, 2)",Dresden
6059,"(1, 3, 2, 2, 2, 3)",Stuttgart
6060,"(1, 3, 2, 2, 3, 0)",Bergen
6061,"(1, 3, 2, 2, 3, 1)",Bergen
6062,"(1, 3, 2, 2, 3, 2)",Dresden
6063,"(1, 3, 2, 2, 3, 3)",Stuttgart
6064,"(1, 3, 2, 3, 0, 0)",Canberra
6065,"(1, 3, 2, 3, 0, 1)",Glasgow
6066,"(1, 3, 2, 3, 0, 2)",Dresden
6067,"(1, 3, 2, 3, 0, 3)",Glasgow
6068,"(1, 3, 2, 3, 1, 0)",Canberra
6069,"(1, 3, 2, 3, 1, 1)",Glasgow
6070,"(1, 3, 2, 3, 1, 2)",Glasgow
6071,"(1, 3, 2, 3, 1, 3)",Stuttgart
6072,"(1, 3, 2, 3, 2, 0)",Bergen
6073,"(1, 3, 2, 3, 2, 1)",Dresden
6074,"(1, 3, 2, 3, 2, 2)",Stuttgart
6075,"(1, 3, 2, 3, 2, 3)",Dresden
6076,"(1, 3, 2, 3, 3, 0)",Aachen
6077,"(1, 3, 2, 3, 3, 1)",Trondheim
6078,"(1, 3, 2, 3, 3, 2)",Bergen
6079,"(1, 3, 2, 3, 3, 3)",Aachen
6080,"(1, 3, 3, 0, 0, 0)",Canberra
6081,"(1, 3, 3, 0, 0, 1)",Glasgow
6082,"(1, 3, 3, 0, 0, 2)",Glasgow
6083,"(1, 3, 3, 0, 0, 3)",Brussels
6084,"(1, 3, 3, 0, 1, 0)",Canberra
6085,"(1, 3, 3, 0, 1, 1)",Glasgow
6086,"(1, 3, 3, 0, 1, 2)",Glasgow
6087,"(1, 3, 3, 0, 1, 3)",Brussels
6088,"(1, 3, 3, 0, 2, 0)",Glasgow
6089,"(1, 3, 3, 0, 2, 1)",Bergen
6090,"(1, 3, 3, 0, 2, 2)",Stockholm
6091,"(1, 3, 3, 0, 2, 3)",Oxford
6092,"(1, 3, 3, 0, 3, 0)",Bergen
6093,"(1, 3, 3, 0, 3, 1)",Dresden
6094,"(1, 3, 3, 0, 3, 2)",Manchester
6095,"(1, 3, 3, 0, 3, 3)",Manchester
6096,"(1, 3, 3, 1, 0, 0)",Glasgow
6097,"(1, 3, 3, 1, 0, 1)",Glasgow
6098,"(1, 3, 3, 1, 0, 2)",Glasgow
6099,"(1, 3, 3, 1, 0, 3)",Glasgow
6100,"(1, 3, 3, 1, 1, 0)",Glasgow
6101,"(1, 3, 3, 1, 1, 1)",Glasgow
6102,"(1, 3, 3, 1, 1, 2)",Brussels
6103,"(1, 3, 3, 1, 1, 3)",Brussels
6104,"(1, 3, 3, 1, 2, 0)",Aachen
6105,"(1, 3, 3, 1, 2, 1)",Dresden
6106,"(1, 3, 3, 1, 2, 2)",Glasgow
6107,"(1, 3, 3, 1, 2, 3)",Glasgow
6108,"(1, 3, 3, 1, 3, 0)",Canberra
6109,"(1, 3, 3, 1, 3, 1)",Dresden
6110,"(1, 3, 3, 1, 3, 2)",Bergen
6111,"(1, 3, 3, 1, 3, 3)",Dresden
6112,"(1, 3, 3, 2, 0, 0)",Canberra
6113,"(1, 3, 3, 2, 0, 1)",Canberra
6114,"(1, 3, 3, 2, 0, 2)",Glasgow
6115,"(1, 3, 3, 2, 0, 3)",Brussels
6116,"(1, 3, 3, 2, 1, 0)",Bergen
6117,"(1, 3, 3, 2, 1, 1)",Canberra
6118,"(1, 3, 3, 2, 1, 2)",Aachen
6119,"(1, 3, 3, 2, 1, 3)",Vienna
6120,"(1, 3, 3, 2, 2, 0)",Canberra
6121,"(1, 3, 3, 2, 2, 1)",Canberra
6122,"(1, 3, 3, 2, 2, 2)",Bergen
6123,"(1, 3, 3, 2, 2, 3)",Glasgow
6124,"(1, 3, 3, 2, 3, 0)",Aachen
6125,"(1, 3, 3, 2, 3, 1)",Dresden
6126,"(1, 3, 3, 2, 3, 2)",Bergen
6127,"(1, 3, 3, 2, 3, 3)",Manchester
6128,"(1, 3, 3, 3, 0, 0)",Stockholm
6129,"(1, 3, 3, 3, 0, 1)",Glasgow
6130,"(1, 3, 3, 3, 0, 2)",Glasgow
6131,"(1, 3, 3, 3, 0, 3)",Glasgow
6132,"(1, 3, 3, 3, 1, 0)",Glasgow
6133,"(1, 3, 3, 3, 1, 1)",Bergen
6134,"(1, 3, 3, 3, 1, 2)",Brussels
6135,"(1, 3, 3, 3, 1, 3)",Dresden
6136,"(1, 3, 3, 3, 2, 0)",Canberra
6137,"(1, 3, 3, 3, 2, 1)",Dresden
6138,"(1, 3, 3, 3, 2, 2)",Stuttgart
6139,"(1, 3, 3, 3, 2, 3)",Glasgow
6140,"(1, 3, 3, 3, 3, 0)",Bergen
6141,"(1, 3, 3, 3, 3, 1)",Dresden
6142,"(1, 3, 3, 3, 3, 2)",Bergen
6143,"(1, 3, 3, 3, 3, 3)",Manchester
6144,"(2, 0, 0, 0, 0, 0)",Ottawa
6145,"(2, 0, 0, 0, 0, 1)",Lausanne
6146,"(2, 0, 0, 0, 0, 2)",Lausanne
6147,"(2, 0, 0, 0, 0, 3)",Brussels
6148,"(2, 0, 0, 0, 1, 0)",Luxembourg
6149,"(2, 0, 0, 0, 1, 1)",Lausanne
6150,"(2, 0, 0, 0, 1, 2)",Lausanne
6151,"(2, 0, 0, 0, 1, 3)",Lausanne
6152,"(2, 0, 0, 0, 2, 0)",Dresden
6153,"(2, 0, 0, 0, 2, 1)",Dresden
6154,"(2, 0, 0, 0, 2, 2)",Ottawa
6155,"(2, 0, 0, 0, 2, 3)",The Hague
6156,"(2, 0, 0, 0, 3, 0)",Ottawa
6157,"(2, 0, 0, 0, 3, 1)",Luxembourg
6158,"(2, 0, 0, 0, 3, 2)",Lausanne
6159,"(2, 0, 0, 0, 3, 3)",Lausanne
6160,"(2, 0, 0, 1, 0, 0)",Lausanne
6161,"(2, 0, 0, 1, 0, 1)",Lausanne
6162,"(2, 0, 0, 1, 0, 2)",Lausanne
6163,"(2, 0, 0, 1, 0, 3)",Lausanne
6164,"(2, 0, 0, 1, 1, 0)",Ottawa
6165,"(2, 0, 0, 1, 1, 1)",Ottawa
6166,"(2, 0, 0, 1, 1, 2)",Lausanne
6167,"(2, 0, 0, 1, 1, 3)",Luxembourg
6168,"(2, 0, 0, 1, 2, 0)",Ottawa
6169,"(2, 0, 0, 1, 2, 1)",Lausanne
6170,"(2, 0, 0, 1, 2, 2)",Dresden
6171,"(2, 0, 0, 1, 2, 3)",Lausanne
6172,"(2, 0, 0, 1, 3, 0)",Dresden
6173,"(2, 0, 0, 1, 3, 1)",Abu Dhabi
6174,"(2, 0, 0, 1, 3, 2)",Ottawa
6175,"(2, 0, 0, 1, 3, 3)",The Hague
6176,"(2, 0, 0, 2, 0, 0)",Lausanne
6177,"(2, 0, 0, 2, 0, 1)",Basel
6178,"(2, 0, 0, 2, 0, 2)",Lausanne
6179,"(2, 0, 0, 2, 0, 3)",Lausanne
6180,"(2, 0, 0, 2, 1, 0)",Lausanne
6181,"(2, 0, 0, 2, 1, 1)",Ottawa
6182,"(2, 0, 0, 2, 1, 2)",Ottawa
6183,"(2, 0, 0, 2, 1, 3)",Lausanne
6184,"(2, 0, 0, 2, 2, 0)",Ottawa
6185,"(2, 0, 0, 2, 2, 1)",Luxembourg
6186,"(2, 0, 0, 2, 2, 2)",Dresden
6187,"(2, 0, 0, 2, 2, 3)",Dresden
6188,"(2, 0, 0, 2, 3, 0)",Dresden
6189,"(2, 0, 0, 2, 3, 1)",Dresden
6190,"(2, 0, 0, 2, 3, 2)",Basel
6191,"(2, 0, 0, 2, 3, 3)",Dresden
6192,"(2, 0, 0, 3, 0, 0)",Ottawa
6193,"(2, 0, 0, 3, 0, 1)",Ottawa
6194,"(2, 0, 0, 3, 0, 2)",Lausanne
6195,"(2, 0, 0, 3, 0, 3)",The Hague
6196,"(2, 0, 0, 3, 1, 0)",Ottawa
6197,"(2, 0, 0, 3, 1, 1)",Ottawa
6198,"(2, 0, 0, 3, 1, 2)",Ottawa
6199,"(2, 0, 0, 3, 1, 3)",Lausanne
6200,"(2, 0, 0, 3, 2, 0)",Basel
6201,"(2, 0, 0, 3, 2, 1)",Ottawa
6202,"(2, 0, 0, 3, 2, 2)",Basel
6203,"(2, 0, 0, 3, 2, 3)",Lausanne
6204,"(2, 0, 0, 3, 3, 0)",Dresden
6205,"(2, 0, 0, 3, 3, 1)",Dresden
6206,"(2, 0, 0, 3, 3, 2)",Luxembourg
6207,"(2, 0, 0, 3, 3, 3)",Luxembourg
6208,"(2, 0, 1, 0, 0, 0)",Glasgow
6209,"(2, 0, 1, 0, 0, 1)",Glasgow
6210,"(2, 0, 1, 0, 0, 2)",Glasgow
6211,"(2, 0, 1, 0, 0, 3)",Brussels
6212,"(2, 0, 1, 0, 1, 0)",Nashville
6213,"(2, 0, 1, 0, 1, 1)",Ottawa
6214,"(2, 0, 1, 0, 1, 2)",Brussels
6215,"(2, 0, 1, 0, 1, 3)",Manchester
6216,"(2, 0, 1, 0, 2, 0)",Ottawa
6217,"(2, 0, 1, 0, 2, 1)",Dresden
6218,"(2, 0, 1, 0, 2, 2)",Ottawa
6219,"(2, 0, 1, 0, 2, 3)",Ottawa
6220,"(2, 0, 1, 0, 3, 0)",Aachen
6221,"(2, 0, 1, 0, 3, 1)",Dresden
6222,"(2, 0, 1, 0, 3, 2)",Dresden
6223,"(2, 0, 1, 0, 3, 3)",Manchester
6224,"(2, 0, 1, 1, 0, 0)",Ottawa
6225,"(2, 0, 1, 1, 0, 1)",Glasgow
6226,"(2, 0, 1, 1, 0, 2)",Manchester
6227,"(2, 0, 1, 1, 0, 3)",Glasgow
6228,"(2, 0, 1, 1, 1, 0)",Dresden
6229,"(2, 0, 1, 1, 1, 1)",Dresden
6230,"(2, 0, 1, 1, 1, 2)",Dresden
6231,"(2, 0, 1, 1, 1, 3)",The Hague
6232,"(2, 0, 1, 1, 2, 0)",Dresden
6233,"(2, 0, 1, 1, 2, 1)",Nashville
6234,"(2, 0, 1, 1, 2, 2)",Nashville
6235,"(2, 0, 1, 1, 2, 3)",Manchester
6236,"(2, 0, 1, 1, 3, 0)",Dresden
6237,"(2, 0, 1, 1, 3, 1)",Nashville
6238,"(2, 0, 1, 1, 3, 2)",Dresden
6239,"(2, 0, 1, 1, 3, 3)",Aachen
6240,"(2, 0, 1, 2, 0, 0)",Glasgow
6241,"(2, 0, 1, 2, 0, 1)",Glasgow
6242,"(2, 0, 1, 2, 0, 2)",The Hague
6243,"(2, 0, 1, 2, 0, 3)",Glasgow
6244,"(2, 0, 1, 2, 1, 0)",Dresden
6245,"(2, 0, 1, 2, 1, 1)",Ottawa
6246,"(2, 0, 1, 2, 1, 2)",Manchester
6247,"(2, 0, 1, 2, 1, 3)",Dresden
6248,"(2, 0, 1, 2, 2, 0)",Ottawa
6249,"(2, 0, 1, 2, 2, 1)",Dresden
6250,"(2, 0, 1, 2, 2, 2)",Aachen
6251,"(2, 0, 1, 2, 2, 3)",Manchester
6252,"(2, 0, 1, 2, 3, 0)",Dresden
6253,"(2, 0, 1, 2, 3, 1)",Ottawa
6254,"(2, 0, 1, 2, 3, 2)",Manchester
6255,"(2, 0, 1, 2, 3, 3)",Dresden
6256,"(2, 0, 1, 3, 0, 0)",Glasgow
6257,"(2, 0, 1, 3, 0, 1)",Dresden
6258,"(2, 0, 1, 3, 0, 2)",The Hague
6259,"(2, 0, 1, 3, 0, 3)",Brussels
6260,"(2, 0, 1, 3, 1, 0)",Ottawa
6261,"(2, 0, 1, 3, 1, 1)",Dresden
6262,"(2, 0, 1, 3, 1, 2)",Berlin
6263,"(2, 0, 1, 3, 1, 3)",Dresden
6264,"(2, 0, 1, 3, 2, 0)",Dresden
6265,"(2, 0, 1, 3, 2, 1)",Nashville
6266,"(2, 0, 1, 3, 2, 2)",Berlin
6267,"(2, 0, 1, 3, 2, 3)",Manchester
6268,"(2, 0, 1, 3, 3, 0)",Dresden
6269,"(2, 0, 1, 3, 3, 1)",Dresden
6270,"(2, 0, 1, 3, 3, 2)",Dresden
6271,"(2, 0, 1, 3, 3, 3)",Dresden
6272,"(2, 0, 2, 0, 0, 0)",Nashville
6273,"(2, 0, 2, 0, 0, 1)",Glasgow
6274,"(2, 0, 2, 0, 0, 2)",Manchester
6275,"(2, 0, 2, 0, 0, 3)",Brussels
6276,"(2, 0, 2, 0, 1, 0)",Nashville
6277,"(2, 0, 2, 0, 1, 1)",Nashville
6278,"(2, 0, 2, 0, 1, 2)",Brussels
6279,"(2, 0, 2, 0, 1, 3)",Brussels
6280,"(2, 0, 2, 0, 2, 0)",Dresden
6281,"(2, 0, 2, 0, 2, 1)",Nashville
6282,"(2, 0, 2, 0, 2, 2)",Dresden
6283,"(2, 0, 2, 0, 2, 3)",Manchester
6284,"(2, 0, 2, 0, 3, 0)",Dresden
6285,"(2, 0, 2, 0, 3, 1)",Nashville
6286,"(2, 0, 2, 0, 3, 2)",Stuttgart
6287,"(2, 0, 2, 0, 3, 3)",Manchester
6288,"(2, 0, 2, 1, 0, 0)",Glasgow
6289,"(2, 0, 2, 1, 0, 1)",Nashville
6290,"(2, 0, 2, 1, 0, 2)",Glasgow
6291,"(2, 0, 2, 1, 0, 3)",Brussels
6292,"(2, 0, 2, 1, 1, 0)",Dresden
6293,"(2, 0, 2, 1, 1, 1)",Dresden
6294,"(2, 0, 2, 1, 1, 2)",Manchester
6295,"(2, 0, 2, 1, 1, 3)",Nashville
6296,"(2, 0, 2, 1, 2, 0)",Nashville
6297,"(2, 0, 2, 1, 2, 1)",Berlin
6298,"(2, 0, 2, 1, 2, 2)",Manchester
6299,"(2, 0, 2, 1, 2, 3)",Manchester
6300,"(2, 0, 2, 1, 3, 0)",Dresden
6301,"(2, 0, 2, 1, 3, 1)",Dresden
6302,"(2, 0, 2, 1, 3, 2)",Nashville
6303,"(2, 0, 2, 1, 3, 3)",Manchester
6304,"(2, 0, 2, 2, 0, 0)",Glasgow
6305,"(2, 0, 2, 2, 0, 1)",Nashville
6306,"(2, 0, 2, 2, 0, 2)",Brussels
6307,"(2, 0, 2, 2, 0, 3)",Brussels
6308,"(2, 0, 2, 2, 1, 0)",Nashville
6309,"(2, 0, 2, 2, 1, 1)",Dresden
6310,"(2, 0, 2, 2, 1, 2)",Manchester
6311,"(2, 0, 2, 2, 1, 3)",Aachen
6312,"(2, 0, 2, 2, 2, 0)",Nashville
6313,"(2, 0, 2, 2, 2, 1)",Dresden
6314,"(2, 0, 2, 2, 2, 2)",Berlin
6315,"(2, 0, 2, 2, 2, 3)",Aachen
6316,"(2, 0, 2, 2, 3, 0)",Dresden
6317,"(2, 0, 2, 2, 3, 1)",Aachen
6318,"(2, 0, 2, 2, 3, 2)",Manchester
6319,"(2, 0, 2, 2, 3, 3)",Manchester
6320,"(2, 0, 2, 3, 0, 0)",Dresden
6321,"(2, 0, 2, 3, 0, 1)",Glasgow
6322,"(2, 0, 2, 3, 0, 2)",Glasgow
6323,"(2, 0, 2, 3, 0, 3)",Brussels
6324,"(2, 0, 2, 3, 1, 0)",Nashville
6325,"(2, 0, 2, 3, 1, 1)",Nashville
6326,"(2, 0, 2, 3, 1, 2)",Manchester
6327,"(2, 0, 2, 3, 1, 3)",Manchester
6328,"(2, 0, 2, 3, 2, 0)",Nashville
6329,"(2, 0, 2, 3, 2, 1)",Ottawa
6330,"(2, 0, 2, 3, 2, 2)",Dresden
6331,"(2, 0, 2, 3, 2, 3)",Manchester
6332,"(2, 0, 2, 3, 3, 0)",Nashville
6333,"(2, 0, 2, 3, 3, 1)",Ottawa
6334,"(2, 0, 2, 3, 3, 2)",Dresden
6335,"(2, 0, 2, 3, 3, 3)",Manchester
6336,"(2, 0, 3, 0, 0, 0)",Glasgow
6337,"(2, 0, 3, 0, 0, 1)",Glasgow
6338,"(2, 0, 3, 0, 0, 2)",Glasgow
6339,"(2, 0, 3, 0, 0, 3)",Brussels
6340,"(2, 0, 3, 0, 1, 0)",Nashville
6341,"(2, 0, 3, 0, 1, 1)",Nashville
6342,"(2, 0, 3, 0, 1, 2)",Manchester
6343,"(2, 0, 3, 0, 1, 3)",Manchester
6344,"(2, 0, 3, 0, 2, 0)",Nashville
6345,"(2, 0, 3, 0, 2, 1)",Nashville
6346,"(2, 0, 3, 0, 2, 2)",Manchester
6347,"(2, 0, 3, 0, 2, 3)",Manchester
6348,"(2, 0, 3, 0, 3, 0)",Nashville
6349,"(2, 0, 3, 0, 3, 1)",Dresden
6350,"(2, 0, 3, 0, 3, 2)",Manchester
6351,"(2, 0, 3, 0, 3, 3)",Oxford
6352,"(2, 0, 3, 1, 0, 0)",Glasgow
6353,"(2, 0, 3, 1, 0, 1)",Glasgow
6354,"(2, 0, 3, 1, 0, 2)",Glasgow
6355,"(2, 0, 3, 1, 0, 3)",Brussels
6356,"(2, 0, 3, 1, 1, 0)",Glasgow
6357,"(2, 0, 3, 1, 1, 1)",Nashville
6358,"(2, 0, 3, 1, 1, 2)",Manchester
6359,"(2, 0, 3, 1, 1, 3)",Manchester
6360,"(2, 0, 3, 1, 2, 0)",Nashville
6361,"(2, 0, 3, 1, 2, 1)",Nashville
6362,"(2, 0, 3, 1, 2, 2)",Dresden
6363,"(2, 0, 3, 1, 2, 3)",Manchester
6364,"(2, 0, 3, 1, 3, 0)",Nashville
6365,"(2, 0, 3, 1, 3, 1)",Dresden
6366,"(2, 0, 3, 1, 3, 2)",Ottawa
6367,"(2, 0, 3, 1, 3, 3)",Nashville
6368,"(2, 0, 3, 2, 0, 0)",Nashville
6369,"(2, 0, 3, 2, 0, 1)",Nashville
6370,"(2, 0, 3, 2, 0, 2)",Glasgow
6371,"(2, 0, 3, 2, 0, 3)",Brussels
6372,"(2, 0, 3, 2, 1, 0)",Nashville
6373,"(2, 0, 3, 2, 1, 1)",Dresden
6374,"(2, 0, 3, 2, 1, 2)",Nashville
6375,"(2, 0, 3, 2, 1, 3)",Manchester
6376,"(2, 0, 3, 2, 2, 0)",Dresden
6377,"(2, 0, 3, 2, 2, 1)",Dresden
6378,"(2, 0, 3, 2, 2, 2)",Aachen
6379,"(2, 0, 3, 2, 2, 3)",Brussels
6380,"(2, 0, 3, 2, 3, 0)",Dresden
6381,"(2, 0, 3, 2, 3, 1)",Aachen
6382,"(2, 0, 3, 2, 3, 2)",Manchester
6383,"(2, 0, 3, 2, 3, 3)",Dresden
6384,"(2, 0, 3, 3, 0, 0)",Glasgow
6385,"(2, 0, 3, 3, 0, 1)",Glasgow
6386,"(2, 0, 3, 3, 0, 2)",Manchester
6387,"(2, 0, 3, 3, 0, 3)",Brussels
6388,"(2, 0, 3, 3, 1, 0)",Glasgow
6389,"(2, 0, 3, 3, 1, 1)",Dresden
6390,"(2, 0, 3, 3, 1, 2)",Manchester
6391,"(2, 0, 3, 3, 1, 3)",Glasgow
6392,"(2, 0, 3, 3, 2, 0)",Nashville
6393,"(2, 0, 3, 3, 2, 1)",Aachen
6394,"(2, 0, 3, 3, 2, 2)",Nashville
6395,"(2, 0, 3, 3, 2, 3)",Nashville
6396,"(2, 0, 3, 3, 3, 0)",Dresden
6397,"(2, 0, 3, 3, 3, 1)",Berlin
6398,"(2, 0, 3, 3, 3, 2)",Dresden
6399,"(2, 0, 3, 3, 3, 3)",Manchester
6400,"(2, 1, 0, 0, 0, 0)",Glasgow
6401,"(2, 1, 0, 0, 0, 1)",Lausanne
6402,"(2, 1, 0, 0, 0, 2)",Glasgow
6403,"(2, 1, 0, 0, 0, 3)",Lausanne
6404,"(2, 1, 0, 0, 1, 0)",Dresden
6405,"(2, 1, 0, 0, 1, 1)",Dresden
6406,"(2, 1, 0, 0, 1, 2)",Lausanne
6407,"(2, 1, 0, 0, 1, 3)",Dresden
6408,"(2, 1, 0, 0, 2, 0)",Dresden
6409,"(2, 1, 0, 0, 2, 1)",Ottawa
6410,"(2, 1, 0, 0, 2, 2)",Dresden
6411,"(2, 1, 0, 0, 2, 3)",Manchester
6412,"(2, 1, 0, 0, 3, 0)",Dresden
6413,"(2, 1, 0, 0, 3, 1)",Dresden
6414,"(2, 1, 0, 0, 3, 2)",Luxembourg
6415,"(2, 1, 0, 0, 3, 3)",Ottawa
6416,"(2, 1, 0, 1, 0, 0)",Glasgow
6417,"(2, 1, 0, 1, 0, 1)",Glasgow
6418,"(2, 1, 0, 1, 0, 2)",Glasgow
6419,"(2, 1, 0, 1, 0, 3)",Lausanne
6420,"(2, 1, 0, 1, 1, 0)",Lausanne
6421,"(2, 1, 0, 1, 1, 1)",Lausanne
6422,"(2, 1, 0, 1, 1, 2)",Lausanne
6423,"(2, 1, 0, 1, 1, 3)",The Hague
6424,"(2, 1, 0, 1, 2, 0)",Dresden
6425,"(2, 1, 0, 1, 2, 1)",Stuttgart
6426,"(2, 1, 0, 1, 2, 2)",Ottawa
6427,"(2, 1, 0, 1, 2, 3)",The Hague
6428,"(2, 1, 0, 1, 3, 0)",Munich
